Annotation accession	Annotation status	Annotation type	Genome assembly	Experiment accession	Experiment status	Description	Biosample summary	Biosample term name	Biosample classification	Assay name	Perturbed	observed signal profile (minus strand)	training and test regions	observed signal profile (plus strand)	models	selected regions for predicted signal and sequence contribution scores	profile sequence contribution scores	counts sequence contribution scores	predicted signal profile	normalized observed signal profile (plus strand)	normalized observed signal profile (minus strand)	observed control profile (plus strand)	observed control profile (minus strand)	alignments	unfiltered alignments	sequence motifs	sequence motifs instances	sequence motifs report	predicted signal profile (plus strand)	predicted signal profile (minus strand)	normalized predicted signal profile (plus strand)	normalized predicted signal profile (minus strand)	bidirectional peaks	unidirectional peaks
ENCSR856AIE	in progress	BPNet-model	GRCh38	ENCSR567IOQ	released	ChIP-Seq on HepG2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens GLMP	HepG2	cell line	ChIP-seq	false	['ENCFF479NSV.bigWig']	['ENCFF405MHH.tar.gz']	['ENCFF065SKF.bigWig']	['ENCFF802DFP.tar.gz']	['ENCFF868RVA.bed.gz', 'ENCFF150IXJ.bigBed']	['ENCFF494NUU.bigWig', 'ENCFF432VBX.tar.gz']	['ENCFF166IXG.bigWig', 'ENCFF587DFK.tar.gz']	['ENCFF678BRP.tar.gz']	['ENCFF842PRL.bigWig']	['ENCFF374FAP.bigWig']	['ENCFF513KIP.bigWig']	['ENCFF283DKH.bigWig']	[]	['ENCFF245XFA.bam', 'ENCFF486VNP.bam']	['ENCFF735XLM.tar.gz']	['ENCFF992PAT.tar.gz']	['ENCFF302DOA.tar.gz']	['ENCFF741AXK.bigWig']	['ENCFF592XDJ.bigWig']	['ENCFF517KOI.bigWig']	['ENCFF107BSH.bigWig']	[]	[]
ENCSR644KWQ	in progress	BPNet-model	GRCh38	ENCSR508EEX	released	eGFP-ZNF397 ChIP-seq on human K562	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF397	K562	cell line	ChIP-seq	false	['ENCFF390ZSF.bigWig']	['ENCFF400ZYI.tar.gz']	['ENCFF810AJQ.bigWig']	['ENCFF820WAA.tar.gz']	['ENCFF176VZR.bed.gz', 'ENCFF282ZFF.bigBed']	['ENCFF462VPX.bigWig', 'ENCFF050WQG.tar.gz']	['ENCFF378KZX.bigWig', 'ENCFF837JWG.tar.gz']	['ENCFF337ZSM.tar.gz']	['ENCFF090SUZ.bigWig']	['ENCFF287TFS.bigWig']	['ENCFF730SVY.bigWig']	['ENCFF663UZB.bigWig']	['ENCFF866YCN.bam', 'ENCFF244HLE.bam']	[]	['ENCFF550QEG.tar.gz']	['ENCFF462YII.tar.gz']	['ENCFF422ZZM.tar.gz']	['ENCFF603LBN.bigWig']	['ENCFF434VOR.bigWig']	['ENCFF003MXI.bigWig']	['ENCFF698XFG.bigWig']	[]	[]
ENCSR538HRY	in progress	BPNet-model	GRCh38	ENCSR000DYV	released	MAFK ChIP-seq on human GM12878 produced by the Snyder lab	Homo sapiens GM12878	GM12878	cell line	ChIP-seq	false	['ENCFF185OLH.bigWig']	['ENCFF237AIH.tar.gz']	['ENCFF610ZLA.bigWig']	['ENCFF309CAJ.tar.gz']	['ENCFF731CLJ.bed.gz', 'ENCFF920TOQ.bigBed']	['ENCFF543WAT.bigWig', 'ENCFF717KTL.tar.gz']	['ENCFF255RPL.bigWig', 'ENCFF578XMR.tar.gz']	['ENCFF535UQX.tar.gz']	['ENCFF963TQE.bigWig']	['ENCFF636BNS.bigWig']	['ENCFF689CRN.bigWig']	['ENCFF608IKH.bigWig']	[]	['ENCFF403WNF.bam', 'ENCFF263ELB.bam']	['ENCFF919AUH.tar.gz']	['ENCFF005LNT.tar.gz']	['ENCFF799XQN.tar.gz']	['ENCFF491CAK.bigWig']	['ENCFF568HVN.bigWig']	['ENCFF637ASS.bigWig']	['ENCFF122ZXY.bigWig']	[]	[]
ENCSR376FIT	in progress	BPNet-model	GRCh38	ENCSR107DKT	released	ChIP-Seq on HepG2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens SP140L	HepG2	cell line	ChIP-seq	false	['ENCFF795FPH.bigWig']	['ENCFF178FRT.tar.gz']	['ENCFF109ZMW.bigWig']	['ENCFF729HIR.tar.gz']	['ENCFF574ANP.bed.gz', 'ENCFF442JUF.bigBed']	['ENCFF296JNP.bigWig', 'ENCFF442TVO.tar.gz']	['ENCFF340PDA.bigWig', 'ENCFF005UEZ.tar.gz']	['ENCFF027LIB.tar.gz']	['ENCFF720MZV.bigWig']	['ENCFF624CYE.bigWig']	['ENCFF985ZJD.bigWig']	['ENCFF205ZMF.bigWig']	[]	['ENCFF400PRY.bam', 'ENCFF464EHK.bam']	['ENCFF589MTS.tar.gz']	['ENCFF925ZRI.tar.gz']	['ENCFF296AXQ.tar.gz']	['ENCFF637QGQ.bigWig']	['ENCFF847CAE.bigWig']	['ENCFF634MXN.bigWig']	['ENCFF852PPZ.bigWig']	[]	[]
ENCSR061EQE	in progress	BPNet-model	GRCh38	ENCSR203PCF	released	ChIP-Seq on WTC11	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF121	WTC11	cell line	ChIP-seq	false	['ENCFF673VWM.bigWig']	['ENCFF746DBA.tar.gz']	['ENCFF527MJP.bigWig']	['ENCFF894VLP.tar.gz']	['ENCFF624WQY.bed.gz', 'ENCFF999MBJ.bigBed']	['ENCFF387HRX.bigWig', 'ENCFF667MXN.tar.gz']	['ENCFF430OAT.bigWig', 'ENCFF550PHJ.tar.gz']	['ENCFF969ZBH.tar.gz']	['ENCFF924EVJ.bigWig']	['ENCFF608XBG.bigWig']	['ENCFF259RVS.bigWig']	['ENCFF052DPE.bigWig']	[]	['ENCFF738YSV.bam', 'ENCFF505YAI.bam']	['ENCFF656QBW.tar.gz']	['ENCFF851LKG.tar.gz']	['ENCFF981PBL.tar.gz']	['ENCFF203ATV.bigWig', 'ENCFF656VTA.bigWig']	['ENCFF854EBX.bigWig']	['ENCFF768MHR.bigWig']	['ENCFF715AHR.bigWig']	[]	[]
ENCSR195DSO	in progress	BPNet-model	GRCh38	ENCSR000BJG	released	TCF12 ChIP-seq protocol PCR1x on human HepG2	Homo sapiens HepG2	HepG2	cell line	ChIP-seq	false	['ENCFF740BTI.bigWig']	['ENCFF831ITT.tar.gz']	['ENCFF913CRB.bigWig']	['ENCFF725XUR.tar.gz']	['ENCFF352IXO.bed.gz', 'ENCFF821QWW.bigBed']	['ENCFF540FIN.bigWig', 'ENCFF360DCS.tar.gz']	['ENCFF374KGM.bigWig', 'ENCFF975RRD.tar.gz']	['ENCFF705CGX.tar.gz']	['ENCFF255OLF.bigWig']	['ENCFF982BZV.bigWig']	['ENCFF429VER.bigWig']	['ENCFF821KEX.bigWig']	[]	['ENCFF571TPK.bam', 'ENCFF087VFI.bam']	['ENCFF338VWR.tar.gz']	['ENCFF643AVW.tar.gz']	['ENCFF801GGC.tar.gz']	['ENCFF364UNY.bigWig']	['ENCFF923DLT.bigWig']	['ENCFF856CTJ.bigWig', 'ENCFF549RZT.bigWig']	['ENCFF662ODX.bigWig']	[]	[]
ENCSR666EFV	in progress	BPNet-model	GRCh38	ENCSR304XUZ	released	CTCF ChIP-seq on human breast epithelium	Homo sapiens breast epithelium tissue female adult (53 years)	breast epithelium	tissue	ChIP-seq	false	['ENCFF890PXV.bigWig']	['ENCFF791VVK.tar.gz']	['ENCFF663WFE.bigWig']	['ENCFF152XTQ.tar.gz']	['ENCFF288RBO.bed.gz', 'ENCFF725DHU.bigBed']	['ENCFF019MSB.bigWig', 'ENCFF193BIW.tar.gz']	['ENCFF849CRY.bigWig', 'ENCFF826JIY.tar.gz']	['ENCFF448AYA.tar.gz']	['ENCFF396BHY.bigWig']	['ENCFF466XWN.bigWig']	['ENCFF551AYL.bigWig']	['ENCFF785KSV.bigWig']	['ENCFF461DXF.bam']	[]	['ENCFF559JIS.tar.gz']	['ENCFF591PKZ.tar.gz']	['ENCFF701MXY.tar.gz']	['ENCFF378SAP.bigWig']	['ENCFF885KUX.bigWig']	['ENCFF067GFX.bigWig']	['ENCFF134JPQ.bigWig']	[]	[]
ENCSR242HBW	in progress	BPNet-model	GRCh38	ENCSR329KRE	released	CTCF ChIP-seq on dorsolateral prefrontal cortex tissue female adult (89 years) originated from dorsolateral prefrontal cortex	Homo sapiens dorsolateral prefrontal cortex tissue female adult (89 years)	dorsolateral prefrontal cortex	tissue	ChIP-seq	false	['ENCFF541OTX.bigWig']	['ENCFF950SJS.tar.gz']	['ENCFF072QOA.bigWig']	['ENCFF819SNA.tar.gz']	['ENCFF504FXT.bed.gz', 'ENCFF177VWA.bigBed']	['ENCFF966YXF.bigWig', 'ENCFF621EMX.tar.gz']	['ENCFF912AWB.bigWig', 'ENCFF958CAB.tar.gz']	['ENCFF428QTT.tar.gz']	['ENCFF938WQV.bigWig']	['ENCFF792IGQ.bigWig']	['ENCFF164YDZ.bigWig']	['ENCFF349WPK.bigWig']	[]	['ENCFF302QCN.bam']	['ENCFF664NCN.tar.gz']	['ENCFF069DSS.tar.gz']	[]	['ENCFF363MIJ.bigWig']	['ENCFF992UVO.bigWig']	['ENCFF335KLO.bigWig']	['ENCFF850BAZ.bigWig']	[]	[]
ENCSR503MUG	in progress	BPNet-model	GRCh38	ENCSR167XFW	released	eGFP-ZNF544 ChIP-seq on human HEK293 cells.	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF544	HEK293	cell line	ChIP-seq	false	['ENCFF466PTQ.bigWig']	['ENCFF751UIC.tar.gz']	['ENCFF070FBB.bigWig']	['ENCFF174XZI.tar.gz']	['ENCFF343UTD.bed.gz', 'ENCFF238SWF.bigBed']	['ENCFF980RBZ.bigWig', 'ENCFF401PEB.tar.gz']	['ENCFF937TQY.bigWig', 'ENCFF765AZG.tar.gz']	['ENCFF479UJP.tar.gz']	['ENCFF333DGY.bigWig']	['ENCFF155XYN.bigWig']	['ENCFF746GBP.bigWig']	['ENCFF856OII.bigWig']	['ENCFF529YWR.bam', 'ENCFF495TEV.bam']	[]	['ENCFF235JID.tar.gz']	['ENCFF960CHF.tar.gz']	['ENCFF376IMW.tar.gz']	['ENCFF641JLQ.bigWig']	['ENCFF692YLP.bigWig']	['ENCFF451NDD.bigWig']	['ENCFF878AQG.bigWig']	[]	[]
ENCSR190CWM	in progress	BPNet-model	GRCh38	ENCSR907MZR	released	TRIM24 ChIP-seq on human K562	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF799TFE.bigWig']	['ENCFF714AQX.tar.gz']	['ENCFF180MFM.bigWig']	['ENCFF351VOP.tar.gz']	['ENCFF907GNH.bed.gz', 'ENCFF158LCK.bigBed']	['ENCFF004JZD.bigWig', 'ENCFF390ZUS.tar.gz']	['ENCFF829PRN.bigWig', 'ENCFF207KJC.tar.gz']	['ENCFF519CZY.tar.gz']	['ENCFF188FKC.bigWig']	['ENCFF811ZSS.bigWig']	['ENCFF722CKB.bigWig']	['ENCFF211QIJ.bigWig']	['ENCFF262RRZ.bam', 'ENCFF870RZU.bam']	[]	['ENCFF142DBV.tar.gz']	['ENCFF425GGT.tar.gz']	['ENCFF707FBA.tar.gz']	['ENCFF321IDX.bigWig']	['ENCFF296RHR.bigWig']	['ENCFF904NSN.bigWig']	['ENCFF919RGF.bigWig']	[]	[]
ENCSR401SDK	in progress	BPNet-model	GRCh38	ENCSR000EDA	released	CEBPB ChIP-seq on human HeLa-S3	Homo sapiens HeLa-S3	HeLa-S3	cell line	ChIP-seq	false	['ENCFF717WJK.bigWig']	['ENCFF154RND.tar.gz']	['ENCFF670EIP.bigWig']	['ENCFF554ESP.tar.gz']	['ENCFF661LUW.bed.gz', 'ENCFF517RRO.bigBed']	['ENCFF234SOX.bigWig', 'ENCFF279VWH.tar.gz']	['ENCFF281ARR.bigWig', 'ENCFF859AMH.tar.gz']	['ENCFF950EVC.tar.gz']	['ENCFF569ZDU.bigWig']	['ENCFF794RMH.bigWig']	['ENCFF381SHR.bigWig']	['ENCFF069WKV.bigWig']	[]	['ENCFF429ZWU.bam', 'ENCFF139IER.bam']	['ENCFF193MSW.tar.gz']	['ENCFF449HRW.tar.gz']	['ENCFF710YRU.tar.gz']	['ENCFF902KTG.bigWig']	['ENCFF904RBA.bigWig']	['ENCFF181EAY.bigWig']	['ENCFF183VNF.bigWig']	[]	[]
ENCSR260QGM	in progress	BPNet-model	GRCh38	ENCSR214PDW	released	ZNF780A ChIP-seq on human K562	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF780A	K562	cell line	ChIP-seq	false	['ENCFF098QEM.bigWig']	['ENCFF045KLB.tar.gz']	['ENCFF931EWX.bigWig']	['ENCFF612YLT.tar.gz']	['ENCFF283RGG.bed.gz', 'ENCFF603YPA.bigBed']	['ENCFF854QRZ.bigWig', 'ENCFF149PLT.tar.gz']	['ENCFF040QUT.bigWig', 'ENCFF651PTZ.tar.gz']	['ENCFF657ZON.tar.gz']	['ENCFF591HXH.bigWig']	['ENCFF101WKU.bigWig']	['ENCFF376XIN.bigWig']	['ENCFF036AHV.bigWig']	['ENCFF526FLC.bam', 'ENCFF980USI.bam']	[]	['ENCFF515QVR.tar.gz']	['ENCFF561BPU.tar.gz']	['ENCFF317GXJ.tar.gz']	['ENCFF815QER.bigWig']	['ENCFF589VRI.bigWig']	['ENCFF176CXJ.bigWig']	['ENCFF565TPT.bigWig']	[]	[]
ENCSR987TUW	in progress	BPNet-model	GRCh38	ENCSR559IOZ	released	eGFP-ZXDB ChIP-seq on human HEK293 cells.	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZXDB	HEK293	cell line	ChIP-seq	false	['ENCFF761BCD.bigWig']	['ENCFF539GDV.tar.gz']	['ENCFF312BGI.bigWig']	['ENCFF270FWR.tar.gz']	['ENCFF967UAB.bed.gz', 'ENCFF879OBR.bigBed']	['ENCFF501MHI.bigWig', 'ENCFF765TBV.tar.gz']	['ENCFF964UHR.bigWig', 'ENCFF171IVZ.tar.gz']	['ENCFF565DTT.tar.gz']	['ENCFF900UAZ.bigWig']	['ENCFF848GEE.bigWig']	['ENCFF608HYG.bigWig']	['ENCFF090KUY.bigWig']	['ENCFF863EXU.bam', 'ENCFF295KEK.bam']	[]	['ENCFF626SLQ.tar.gz']	['ENCFF446AAU.tar.gz']	['ENCFF445IML.tar.gz']	['ENCFF636VQC.bigWig']	['ENCFF764YCO.bigWig']	['ENCFF551RIV.bigWig']	['ENCFF909JVW.bigWig']	[]	[]
ENCSR317PHW	in progress	BPNet-model	GRCh38	ENCSR673SGK	released	eGFP-BCL6B ChIP-seq on human HEK293 cells.	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens BCL6B	HEK293	cell line	ChIP-seq	false	['ENCFF466EGU.bigWig']	['ENCFF149HZA.tar.gz']	['ENCFF767YAJ.bigWig']	['ENCFF222PVC.tar.gz']	['ENCFF162UQF.bed.gz', 'ENCFF322NNH.bigBed']	['ENCFF307BVC.bigWig', 'ENCFF360KBY.tar.gz']	['ENCFF061YWP.bigWig', 'ENCFF057BPK.tar.gz']	['ENCFF333XTK.tar.gz']	['ENCFF289WOC.bigWig']	['ENCFF874BTF.bigWig']	['ENCFF699JAB.bigWig']	['ENCFF760KCE.bigWig']	['ENCFF393TSW.bam', 'ENCFF441UHZ.bam']	[]	['ENCFF169VSB.tar.gz']	['ENCFF307RCX.tar.gz']	['ENCFF060SNV.tar.gz']	['ENCFF861LEY.bigWig']	['ENCFF124VPP.bigWig']	['ENCFF246IKG.bigWig']	['ENCFF109GSM.bigWig']	[]	[]
ENCSR068EXE	in progress	BPNet-model	GRCh38	ENCSR365GRX	released	eGFP-ZFP37 ChIP-seq on human HEK293 cells.	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZFP37	HEK293	cell line	ChIP-seq	false	['ENCFF131ZRY.bigWig']	['ENCFF827NGL.tar.gz']	['ENCFF952NYR.bigWig']	['ENCFF756ZRY.tar.gz']	['ENCFF930SYB.bed.gz', 'ENCFF245IEW.bigBed']	['ENCFF629LXW.bigWig', 'ENCFF708GGD.tar.gz']	['ENCFF923LYI.bigWig', 'ENCFF841IQY.tar.gz']	['ENCFF800KKU.tar.gz']	['ENCFF720PYD.bigWig']	['ENCFF474AHP.bigWig']	['ENCFF589VZG.bigWig']	['ENCFF303NUN.bigWig']	['ENCFF579VKP.bam', 'ENCFF275XXF.bam']	[]	['ENCFF400YON.tar.gz']	['ENCFF260PBZ.tar.gz']	['ENCFF089XTP.tar.gz']	['ENCFF521FCU.bigWig']	['ENCFF271JTG.bigWig']	['ENCFF955ELW.bigWig']	['ENCFF741DJO.bigWig']	[]	[]
ENCSR697WUY	in progress	BPNet-model	GRCh38	ENCSR632DCH	released	eGFP-ATF3 ChIP-seq on human K562	Homo sapiens K562 stably expressing ATF3	K562	cell line	ChIP-seq	false	['ENCFF035WYB.bigWig']	['ENCFF405FGH.tar.gz']	['ENCFF007HOD.bigWig']	['ENCFF657YIU.tar.gz']	['ENCFF300ZJZ.bed.gz', 'ENCFF908KID.bigBed']	['ENCFF949YVI.bigWig', 'ENCFF395FIU.tar.gz']	['ENCFF782EAR.bigWig', 'ENCFF935UST.tar.gz']	['ENCFF995RNP.tar.gz']	['ENCFF573BUS.bigWig']	['ENCFF779NOT.bigWig']	['ENCFF521VAN.bigWig']	['ENCFF215NWM.bigWig']	['ENCFF649HJF.bam', 'ENCFF817JCI.bam']	[]	['ENCFF080BPD.tar.gz']	['ENCFF619UAW.tar.gz']	['ENCFF615UDM.tar.gz']	['ENCFF096DKW.bigWig']	['ENCFF561BNR.bigWig']	['ENCFF003XTG.bigWig']	['ENCFF805GVC.bigWig']	[]	[]
ENCSR152PHP	in progress	BPNet-model	GRCh38	ENCSR935UQL	released	MECOM ChIP-seq on human K562	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens MECOM	K562	cell line	ChIP-seq	false	['ENCFF276DPW.bigWig']	['ENCFF397OAQ.tar.gz']	['ENCFF042OTH.bigWig']	['ENCFF959CRE.tar.gz']	['ENCFF570MMI.bed.gz', 'ENCFF773FAA.bigBed']	['ENCFF144HKR.bigWig', 'ENCFF047QGI.tar.gz']	['ENCFF342LZL.bigWig', 'ENCFF744QVU.tar.gz']	['ENCFF228HHP.tar.gz']	['ENCFF526EUA.bigWig']	['ENCFF406ZNA.bigWig']	['ENCFF238GMK.bigWig']	['ENCFF828KWZ.bigWig']	['ENCFF952NXU.bam', 'ENCFF695XAF.bam']	[]	['ENCFF508NRN.tar.gz']	['ENCFF323SFD.tar.gz']	['ENCFF174KRP.tar.gz']	['ENCFF622SHV.bigWig']	['ENCFF064ZNR.bigWig']	['ENCFF904EMA.bigWig']	['ENCFF701IJA.bigWig']	[]	[]
ENCSR929JHW	in progress	BPNet-model	GRCh38	ENCSR475ZYA	released	eGFP-OTX1 ChIP-seq on human K562	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens OTX1	K562	cell line	ChIP-seq	false	['ENCFF943ZWZ.bigWig']	['ENCFF379LFY.tar.gz']	['ENCFF866QJA.bigWig']	['ENCFF081ZTI.tar.gz']	['ENCFF491BUB.bed.gz', 'ENCFF564XJR.bigBed']	['ENCFF475VFD.bigWig', 'ENCFF513JTI.tar.gz']	['ENCFF147JFF.bigWig', 'ENCFF276KXE.tar.gz']	['ENCFF402GLJ.tar.gz']	['ENCFF216IVW.bigWig']	['ENCFF871LYO.bigWig']	['ENCFF113NGO.bigWig']	['ENCFF066XKC.bigWig']	['ENCFF227JBK.bam', 'ENCFF595RCM.bam']	[]	['ENCFF307BZF.tar.gz']	['ENCFF681KYA.tar.gz']	['ENCFF824EUU.tar.gz']	['ENCFF594EFG.bigWig']	['ENCFF767IRT.bigWig']	['ENCFF039YLM.bigWig']	['ENCFF204CDY.bigWig']	[]	[]
ENCSR257LLI	in progress	BPNet-model	GRCh38	ENCSR407BPU	released	ChIP-Seq on HepG2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF609	HepG2	cell line	ChIP-seq	false	['ENCFF171RUG.bigWig']	['ENCFF983BIA.tar.gz']	['ENCFF821LCQ.bigWig']	['ENCFF329JWR.tar.gz']	['ENCFF838TLM.bed.gz', 'ENCFF267BNA.bigBed']	['ENCFF465YNQ.bigWig', 'ENCFF539EAD.tar.gz']	['ENCFF835VEU.bigWig', 'ENCFF843MQP.tar.gz']	['ENCFF236JDT.tar.gz']	['ENCFF996DPA.bigWig']	['ENCFF238BHO.bigWig']	['ENCFF490NWM.bigWig']	['ENCFF388KIY.bigWig']	[]	['ENCFF649IXJ.bam', 'ENCFF725HSM.bam']	['ENCFF884KZJ.tar.gz']	['ENCFF343KZF.tar.gz']	['ENCFF766SJR.tar.gz']	['ENCFF958NKP.bigWig']	['ENCFF179ZNF.bigWig']	['ENCFF460WYN.bigWig']	['ENCFF192JNO.bigWig']	[]	[]
ENCSR868DKN	in progress	BPNet-model	GRCh38	ENCSR111ZXV	released	FOSL2 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 5 hours.	Homo sapiens A549 treated with 100 nM dexamethasone (agonist) for 5 hours	A549	cell line	ChIP-seq	true	['ENCFF981EHU.bigWig']	['ENCFF687SYX.tar.gz']	['ENCFF314JOZ.bigWig']	['ENCFF679ZVM.tar.gz']	['ENCFF718XZE.bed.gz', 'ENCFF161ISJ.bigBed']	['ENCFF425WHI.bigWig', 'ENCFF986ZYC.tar.gz']	['ENCFF020YHW.bigWig', 'ENCFF546IAT.tar.gz']	['ENCFF252WLP.tar.gz']	['ENCFF478IMD.bigWig']	['ENCFF768JKX.bigWig']	['ENCFF619TBU.bigWig']	['ENCFF593SCV.bigWig']	[]	['ENCFF210SEC.bam', 'ENCFF128CTF.bam', 'ENCFF047LZY.bam']	['ENCFF010IMS.tar.gz']	['ENCFF760UZJ.tar.gz']	['ENCFF743BIB.tar.gz']	['ENCFF448BXR.bigWig']	['ENCFF949QMW.bigWig']	['ENCFF934CSJ.bigWig']	['ENCFF357VQO.bigWig']	[]	[]
ENCSR752ARC	in progress	BPNet-model	GRCh38	ENCSR000BRZ	released	EGR1 ChIP-seq protocol v042211.1 on human HCT-116	Homo sapiens HCT116	HCT116	cell line	ChIP-seq	false	['ENCFF121MQY.bigWig']	['ENCFF518DJM.tar.gz']	['ENCFF069CSI.bigWig']	['ENCFF070DSI.tar.gz']	['ENCFF953EWI.bed.gz', 'ENCFF929FVV.bigBed']	['ENCFF700YXN.bigWig', 'ENCFF621AMU.tar.gz']	['ENCFF762HSO.bigWig', 'ENCFF525TUN.tar.gz']	['ENCFF866GBP.tar.gz']	['ENCFF834QPR.bigWig']	['ENCFF258LYX.bigWig']	['ENCFF223ECW.bigWig']	['ENCFF581LZS.bigWig']	[]	['ENCFF676NKV.bam', 'ENCFF565ZNM.bam']	['ENCFF308ENX.tar.gz']	['ENCFF904CGC.tar.gz']	['ENCFF753QKW.tar.gz']	['ENCFF499JQG.bigWig']	['ENCFF932ZEP.bigWig']	['ENCFF682DGH.bigWig']	['ENCFF534UET.bigWig']	[]	[]
ENCSR304ELG	in progress	BPNet-model	GRCh38	ENCSR000BLW	released	EP300 ChIP-seq protocol v041610.1 on human HepG2	Homo sapiens HepG2	HepG2	cell line	ChIP-seq	false	['ENCFF197VSE.bigWig']	['ENCFF192FNL.tar.gz']	['ENCFF961ERG.bigWig']	['ENCFF713VOV.tar.gz']	['ENCFF702WYG.bed.gz', 'ENCFF776KLZ.bigBed']	['ENCFF312HAD.bigWig', 'ENCFF132ARL.tar.gz']	['ENCFF948EIA.bigWig', 'ENCFF707JEH.tar.gz']	['ENCFF673DMG.tar.gz']	['ENCFF439LQE.bigWig']	['ENCFF535KLB.bigWig']	['ENCFF653YFJ.bigWig']	['ENCFF280OSK.bigWig']	[]	['ENCFF202QYC.bam', 'ENCFF740RHT.bam']	['ENCFF911FOQ.tar.gz']	['ENCFF537NIY.tar.gz']	['ENCFF324MAU.tar.gz']	['ENCFF508CGK.bigWig']	['ENCFF354LNO.bigWig']	['ENCFF938LPL.bigWig']	['ENCFF258LDD.bigWig']	[]	[]
ENCSR715KLU	in progress	BPNet-model	GRCh38	ENCSR000BTR	released	EP300 ChIP-seq protocol v042211.1 on human MCF-7	Homo sapiens MCF-7	MCF-7	cell line	ChIP-seq	false	['ENCFF384TOZ.bigWig']	['ENCFF436KGA.tar.gz']	['ENCFF198TXP.bigWig']	['ENCFF613WNC.tar.gz']	['ENCFF120PAF.bed.gz', 'ENCFF543PRK.bigBed']	['ENCFF414ZUL.bigWig', 'ENCFF255STH.tar.gz']	['ENCFF479DWL.bigWig', 'ENCFF065GWF.tar.gz']	['ENCFF059ZLN.tar.gz']	['ENCFF707OIZ.bigWig']	['ENCFF228HPW.bigWig']	['ENCFF199RKJ.bigWig']	['ENCFF360UTC.bigWig']	[]	['ENCFF490PAU.bam', 'ENCFF075FEU.bam']	['ENCFF653VBV.tar.gz']	['ENCFF120RIA.tar.gz']	['ENCFF709XBI.tar.gz']	['ENCFF773UQB.bigWig']	['ENCFF555OMY.bigWig']	['ENCFF104NQX.bigWig']	['ENCFF137HGX.bigWig']	[]	[]
ENCSR861XDX	in progress	BPNet-model	GRCh38	ENCSR932ZMX	released	Chip-Seq on PGP1 iPSC	Homo sapiens GM23338 originated from GM23248	GM23338	cell line	ChIP-seq	false	['ENCFF148UIP.bigWig']	['ENCFF417MWI.tar.gz']	['ENCFF449ZHD.bigWig']	['ENCFF028MWL.tar.gz']	['ENCFF700UZA.bed.gz', 'ENCFF976WPP.bigBed']	['ENCFF556OIX.bigWig', 'ENCFF667DVX.tar.gz']	['ENCFF292BLX.bigWig', 'ENCFF834QJP.tar.gz']	['ENCFF962DKP.tar.gz']	['ENCFF335ZBY.bigWig']	['ENCFF139BEX.bigWig']	['ENCFF432GOR.bigWig']	['ENCFF606FHM.bigWig']	[]	['ENCFF859INT.bam', 'ENCFF749ERJ.bam']	['ENCFF686UGU.tar.gz']	['ENCFF375EUA.tar.gz']	[]	['ENCFF159HBC.bigWig']	['ENCFF429THX.bigWig']	['ENCFF494UBL.bigWig']	['ENCFF874GWU.bigWig']	[]	[]
ENCSR550FAZ	in progress	BPNet-model	GRCh38	ENCSR905BNO	released	ChIP-Seq on HepG2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF816	HepG2	cell line	ChIP-seq	false	['ENCFF792ASL.bigWig']	['ENCFF313LSY.tar.gz']	['ENCFF892HUC.bigWig']	['ENCFF926XFM.tar.gz']	['ENCFF451XIP.bed.gz', 'ENCFF562KMX.bigBed']	['ENCFF803STR.bigWig', 'ENCFF827NGK.tar.gz']	['ENCFF604QSH.bigWig', 'ENCFF600DEY.tar.gz']	['ENCFF423PML.tar.gz']	['ENCFF993PCF.bigWig']	['ENCFF183ONJ.bigWig']	['ENCFF449CJV.bigWig']	['ENCFF225AZM.bigWig']	[]	['ENCFF196NHR.bam', 'ENCFF151AGZ.bam']	['ENCFF169BQJ.tar.gz']	['ENCFF570RMI.tar.gz']	['ENCFF293XEL.tar.gz']	['ENCFF528RAM.bigWig']	['ENCFF690TSW.bigWig']	['ENCFF037KFC.bigWig']	['ENCFF056XAS.bigWig']	[]	[]
