Annotation accession	Annotation status	Experiment accession	Experiment status	Experiment peturbed	Biosample simple summary	Experiment description	Biosample term id	Biosample classification	Assembly	Organism	Assay term name	Annotation models file	Annotation observed signal profile file (plus strand)	Annotation observed signal profile file (minus strand)	Annotation observed control profile file (plus strand)	Annotation observed control profile file (minus strand)	Annotation training and test regions file	Annotation alignments file accessions	Annotation unfiltered alignments file accessions
ENCSR561QKH	in progress	ENCSR748SQL	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens PRDM15	GM12878 immortalized cell line stably expressing C-terminal eGFP-PRDM15 fusion protein.	EFO:0002784	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF277JMC.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF616QJY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF065PFQ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF544BGG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF882BEK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF846IXO.tar.gz	ENCFF814BPN,ENCFF669ARL	""
ENCSR561WGU	in progress	ENCSR418MKG	released	false	genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF692	eGFP-ZNF692 ChIP-seq on human HEK293 cells.	EFO:0001182	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF573TJC.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF151AJY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF558FVH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF608HYG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF090KUY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF185LYG.tar.gz	ENCFF326BKR,ENCFF191UCK	""
ENCSR562GPY	in progress	ENCSR000EGX	released	false		MAFK ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF732QNM.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF943IQY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF529LMB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF360UUC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF015GIS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF132TBI.tar.gz	""	ENCFF318OXF,ENCFF523PJK
ENCSR562WJD	in progress	ENCSR841ASB	released	true	treated with 100 nM dexamethasone (agonist) for 6 hours	EP300 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 6 hours.	EFO:0001086	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF329DAU.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF971LOO.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF957FIF.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF929ILH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF495WBJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF964YXG.tar.gz	""	ENCFF003QKH,ENCFF052AQS,ENCFF548BLW
ENCSR563HKR	in progress	ENCSR934NHU	released	false	male embryo	MXI1 ChIP-seq on human neural cell	CL:0002319	in vitro differentiated cells	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF184RYU.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF466PJQ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF085WQS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF485DTU.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF742WEM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF575RQR.tar.gz	ENCFF023YYY,ENCFF992UQB	""
ENCSR563MDK	in progress	ENCSR000CFJ	released	false	male adult (2 months) strain Bruce4 C57BL/6	CTCF ChIP-seq on 8-week mouse BMDM	CL:0002476	primary cell	mm10	Mus musculus	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF421XRY.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF097KYC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF504FVJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF466YNR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF184QLB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF334INM.tar.gz	""	ENCFF996FMS,ENCFF827DWW
ENCSR563RCZ	in progress	ENCSR148FHD	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF827	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF405XLA.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF496JLC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF378WJR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF207GCT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF925ACY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF606TNV.tar.gz	""	ENCFF800YXD,ENCFF851ZBZ
ENCSR563SSN	in progress	ENCSR427XYP	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF740	ChIP-Seq on K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF142IBO.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF251XLY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF146EOA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF221CDM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF067CPN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF951XWN.tar.gz	""	ENCFF244MYB,ENCFF895JTH
ENCSR563XXR	in progress	ENCSR408JQO	released	false		IRF3 ChIP-seq on human GM12878	EFO:0002784	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF344GOC.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF131KOM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF625KER.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF365EBM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF913IJL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF382FJU.tar.gz	ENCFF698SFN,ENCFF125BMK	""
ENCSR564EWM	in progress	ENCSR000BNH	released	false		CTCF ChIP-seq protocol v041610.2 on human H1-hESC	EFO:0003042	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF857TVZ.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF365KIP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF099UGV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF608KUY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF547QWN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF918JRE.tar.gz	""	ENCFF255RHM,ENCFF087HDL
ENCSR564QNO	in progress	ENCSR066GBX	released	false	female adult (53 years)	CTCF ChIP-seq on human right atrium auricular region	UBERON:0006631	tissue	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF329ZAS.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF511PAE.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF485RYK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF202JCB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF792EMB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF363SPG.tar.gz	ENCFF732TAK	""
ENCSR564UDL	in progress	ENCSR000ECF	released	false		RFX5 ChIP-seq on human H1-hESC	EFO:0003042	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF329PZL.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF551TWP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF429GIA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF475GOO.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF717PXN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF811ASQ.tar.gz	""	ENCFF981NCF,ENCFF884UYR
ENCSR565BBD	in progress	ENCSR872EVQ	released	false		PCBP1 ChIP-seq in HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF181QFJ.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF245JWV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF567FCP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF467SFW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF375YJY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF209XVW.tar.gz	""	ENCFF110FUE,ENCFF872IAC
ENCSR565HRC	in progress	ENCSR000DZP	released	false		SMC3 ChIP-seq on human GM12878 produced by the Snyder lab	EFO:0002784	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF262RIP.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF932BDI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF317TMP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF689CRN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF608IKH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF169JYD.tar.gz	""	ENCFF119LCO,ENCFF844FVL
ENCSR565KGD	in progress	ENCSR494TDU	released	false		NRF1 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF917GIB.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF698OEB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF425XEZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF886JOD.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF470LWC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF171ASX.tar.gz	ENCFF844ZNZ,ENCFF202QRB	""
ENCSR565ODJ	in progress	ENCSR613NUC	released	false		ARNT ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF731EYG.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF452AZK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF134QHQ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF701QRI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF271SBY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF730FSI.tar.gz	ENCFF057ZEW,ENCFF243EQI	""
ENCSR565PDE	in progress	ENCSR076SHT	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens GPN1	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF625TZS.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF379ANC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF465JBP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF885YDL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF135SIX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF864YGB.tar.gz	""	ENCFF314ORK,ENCFF721TXE
ENCSR565SRF	in progress	ENCSR079SHZ	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens OTX1	eGFP-OTX1 ChIP-seq on human MCF-7	EFO:0001203	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF471JAX.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF157RFF.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF901NHK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF530CMK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF329OWN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF355RBL.tar.gz	ENCFF182KZF,ENCFF059FGL	""
ENCSR565TEW	in progress	ENCSR315NNL	released	false		CHAMP1 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF534PEG.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF043JYR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF718DYM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF722CKB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF211QIJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF458SHY.tar.gz	ENCFF143FEZ,ENCFF511XSZ	""
ENCSR566GAW	in progress	ENCSR000DZC	released	false		RCOR1 ChIP-seq on human GM12878 produced by the Snyder lab	EFO:0002784	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF765XQF.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF848URV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF914VYA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF689CRN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF608IKH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF056XLA.tar.gz	""	ENCFF279GQD,ENCFF120ICU
ENCSR566GRR	in progress	ENCSR154YWK	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF558	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF710IGJ.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF569SVT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF999RJB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF513KIP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF283DKH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF354HAH.tar.gz	""	ENCFF226FTI,ENCFF843WMO
ENCSR566KQW	in progress	ENCSR576PII	released	false	male adult (54 years)	POLR2A ChIP-seq on human Peyer's patch	UBERON:0001211	tissue	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF562RVR.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF587AXQ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF936ILR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF375FWS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF649SJZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF159FVZ.tar.gz	ENCFF415FVR	""
ENCSR567LVX	in progress	ENCSR660RYY	released	true	treated with 100 nM dexamethasone (agonist) for 4 hours	NR3C1 (GR) ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 4 hours.	EFO:0001086	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF776MBM.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF184EMA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF560YQE.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF745LXZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF189XOW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF206SFV.tar.gz	""	ENCFF330ALS,ENCFF877UQA,ENCFF150PDM
ENCSR568GDO	in progress	ENCSR000BMR	released	false		POLR2A ChIP-seq protocol v041610.1 on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF676XEZ.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF792SEB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF948SHH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF447RJA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF368GAR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF732PKO.tar.gz	""	ENCFF251VJK,ENCFF162DHP
ENCSR568PVC	in progress	ENCSR000DVQ	released	false		CTCF ChIP-seq on human HVMF	CL:0002558	primary cell	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF333NTT.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF444SSB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF129VLW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF500ZGN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF423NRO.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF221EMZ.tar.gz	""	ENCFF027ELZ,ENCFF975FLD
ENCSR569JEX	in progress	ENCSR119VCX	released	false		PHF21A ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF838DLG.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF979CJC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF453TFY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF950UFF.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF851NDK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF608UPL.tar.gz	ENCFF264ZHB,ENCFF954HGI	""
ENCSR570FQB	in progress	ENCSR176EXN	released	false		JUN ChIP-seq on human MCF-7	EFO:0001203	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF018WTS.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF324LQJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF762DZE.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF955APV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF858IEM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF250CUQ.tar.gz	ENCFF444JYG,ENCFF577KPJ	""
ENCSR570LWR	in progress	ENCSR000DML	released	false		CTCF ChIP-seq on human MCF-7 treated with serum starved media	EFO:0001203	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF540WHP.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF472JZN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF329GTV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF408GVT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF443EVW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF056TBD.tar.gz	""	ENCFF401VMG,ENCFF073XPG
ENCSR570MMB	in progress	ENCSR061DGF	released	false		Chip-Seq on PGP1 iPSC	EFO:0007950	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF673DKQ.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF520DPY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF270WKS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF432GOR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF606FHM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF952VFF.tar.gz	""	ENCFF600GYU,ENCFF492ZXM
ENCSR570QRK	in progress	ENCSR953KEY	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens TFE3	eGFP-TFE3 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF682OTD.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF499PBI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF412WFH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF288HVP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF295VSR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF542JUT.tar.gz	ENCFF634YLL,ENCFF152QJV	""
ENCSR570SUC	in progress	ENCSR298QUH	released	false	genetically modified (insertion) using site-specific recombination targeting H. sapiens MZF1	eGFP-MZF1 ChIP-seq on human HEK293 cells.	EFO:0001182	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF234YLF.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF376OLP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF726WVD.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF608HYG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF090KUY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF400ICJ.tar.gz	ENCFF882AOK,ENCFF697KAY	""
ENCSR570WGA	in progress	ENCSR000EDJ	released	false		NRF1 ChIP-seq on human HeLa-S3	EFO:0002791	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF692TNO.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF525KPI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF172IXT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF145BWC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF624OWA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF891TTX.tar.gz	""	ENCFF685QOO,ENCFF452LQA
ENCSR571FEF	in progress	ENCSR612XVQ	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens PHF20	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF928CED.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF014IBW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF606LBP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF513KIP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF283DKH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF956DTR.tar.gz	""	ENCFF830RSK,ENCFF852MRN
ENCSR571JPM	in progress	ENCSR597CHL	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF518B	ZNF518B ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF527HMH.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF711MDX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF116ZCV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF252GZT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF439HDL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF123UNG.tar.gz	ENCFF346WXR,ENCFF077MIJ	""
ENCSR571VVT	in progress	ENCSR331BDJ	released	false		NKRF ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF476TDM.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF172NAS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF203ACD.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF722CKB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF211QIJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF463YKY.tar.gz	ENCFF532CPG,ENCFF706EYC	""
ENCSR572ENG	in progress	ENCSR760UKJ	released	false		ARNT ChIP-seq on human HEK293T	EFO:0001184	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF343AAE.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF088URA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF961GRB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF393MBL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF513AID.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF426MLO.tar.gz	ENCFF507ADK,ENCFF788LPZ	""
ENCSR573LUK	in progress	ENCSR544APK	released	false	female adult (53 years)	CTCF ChIP-seq on human heart left ventricle	UBERON:0002084	tissue	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF708JJX.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF535EBW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF726XOF.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF986EER.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF743JMZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF031BGZ.tar.gz	ENCFF461HPQ	""
ENCSR573MTA	in progress	ENCSR000BLY	released	true	treated with 6 μM all-trans-retinoic acid for 48 hours	RAD21 ChIP-seq (protocol v041610.2) on SK-N-SH treated with 6uM retinoic acid for 48 hours	EFO:0003072	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF246VMY.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF855SSD.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF588EVX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF135ZPC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF782HQP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF202YXO.tar.gz	""	ENCFF132VON,ENCFF932YEI
ENCSR573WJW	in progress	ENCSR634ZGP	released	false		UBTF ChIP-seq on human HeLa-S3	EFO:0002791	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF995UBJ.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF292SUA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF909CMW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF017KJT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF324XZH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF769XJT.tar.gz	ENCFF171KDN,ENCFF958ODF	""
ENCSR574NBU	in progress	ENCSR206BVQ	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF786	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF022XKG.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF631FHQ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF561OMV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF149TVR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF924DYI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF764VRS.tar.gz	""	ENCFF785INH,ENCFF245VQZ
