Annotation accession	Annotation status	Experiment accession	Experiment status	Experiment peturbed	Biosample simple summary	Experiment description	Biosample term id	Biosample classification	Assembly	Organism	Assay term name	Annotation models file	Annotation observed signal profile	Annotation predicted signal profile	Annotation test and training regions	Annotation alignments file accessions	Annotation unfiltered alignments file accessions
ENCSR493ORC	in progress	ENCSR662RIZ	released	false			EFO:0003045	cell line	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF369KWE.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF870XOC.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF852FKT.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF863DRZ.tar.gz	ENCFF244JVV	""
ENCSR493SMX	in progress	ENCSR637ZLM	released	false	female adult (90 or above years)		UBERON:0002626	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF839YTV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF144PIF.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF884QLF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF881EVM.tar.gz	ENCFF561NEE	""
ENCSR493ZPF	in progress	ENCSR011SAG	released	false	female child (16 years)		UBERON:0005033	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF018OPX.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF844QIJ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF392YVQ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF760EHM.tar.gz	ENCFF055BIA	""
ENCSR494GOI	in progress	ENCSR723JLG	released	false	female adult (34 years)		CL:0000623	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF638KPY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF537TVG.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF716UVO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF330VUT.tar.gz	""	ENCFF989PWI
ENCSR494NGO	in progress	ENCSR459AYS	released	false	treated with 100 ng/mL lipopolysaccharide for 2 hours	ATAC-seq	CL:0000451	in vitro differentiated cells	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF886HGT.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF303NJL.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF303IPF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF445MPS.tar.gz	ENCFF913ZTL	""
ENCSR495VMZ	released	ENCSR377YDY	released	false	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6	ATAC-seq on embryonic e11.5 mouse limb	UBERON:0002101	tissue	mm10	Mus musculus	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF236MMP.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF837TLV.bigWig	""	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF032PRA.tar.gz	ENCFF337KGL,ENCFF307BQB	""
ENCSR496IHH	in progress	ENCSR817ALC	released	false	female adult (19 years)		CL:0002327	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF710EGA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF845RFM.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF041IMF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF977NTK.tar.gz	ENCFF570RZQ	""
ENCSR496YMQ	in progress	ENCSR888UPQ	released	false	male embryo (108 days)		UBERON:0002370	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF595UQW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF584KWN.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF088KPN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF930IZF.tar.gz	""	ENCFF725SKI
ENCSR498NUZ	released	ENCSR000CNU	released	false	male postnatal (7 days) strain C57BL/6J C57BL/6	DNase on 1 week adult mouse retina	UBERON:0000966	tissue	mm10	Mus musculus	DNase-seq	""	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF421SVL.bigWig	""	""	""	ENCFF159VZV
ENCSR498QRZ	in progress	ENCSR163PKT	released	false	male adult (54 years)		UBERON:0000945	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF822GIJ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF914GAK.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF157SRZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF746NHN.tar.gz	ENCFF620MUD	""
ENCSR499STU	in progress	ENCSR000ENV	released	false	female	DNase-seq on human mammary epithelial cell	CL:0002327	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF585PQN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF686TIY.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF219RFL.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF137KWM.tar.gz	""	ENCFF870LZG,ENCFF296UEM
ENCSR499THI	in progress	ENCSR809LCE	released	false	embryo (23 weeks)		CL:0000351	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF590PTP.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF692ZTH.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF996JNT.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF024TJK.tar.gz	ENCFF139OOY	""
ENCSR501LUY	in progress	ENCSR000EOE	released	false	female	DNase-seq and DGF on human HMVEC-LLy	CL:2000016	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF660NIZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF939HZP.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF173NJH.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF801OVN.tar.gz	""	ENCFF765BBU,ENCFF475NUI
ENCSR503WCY	in progress	ENCSR097AMI	released	false	female adult (33 years)		CL:0000625	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF244FPM.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF507XGA.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF336HVB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF178RQJ.tar.gz	ENCFF240NPO	""
ENCSR504BSY	in progress	ENCSR000FFJ	released	false		SJCRH30 DNase-seq	EFO:0005722	cell line	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF723NLX.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF272IIQ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF991YMQ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF162KQB.tar.gz	ENCFF913DMQ,ENCFF306UWM	""
ENCSR504GBE	in progress	ENCSR122NRV	released	false	female adult (78 years)		UBERON:0002626	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF158USM.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF584YYG.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF155JYI.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF460TVN.tar.gz	ENCFF593VRV	""
ENCSR504WYI	in progress	ENCSR154UWN	released	false	female child (16 years)	ATAC-seq on human psoas muscle	UBERON:0008450	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF337MXD.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF993DDZ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF489LMY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF581QAS.tar.gz	ENCFF747HBL	""
ENCSR505PUV	in progress	ENCSR134OSR	released	false			CLO:0026824	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF041OYW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF840SVJ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF113SQT.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF486FCW.tar.gz	ENCFF183OZW	""
ENCSR505WFL	in progress	ENCSR113DHB	released	false	female adult (90 or above years) with mild cognitive impairment		UBERON:0002626	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF421MZF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF700ETU.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF643ZAV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF426KOM.tar.gz	ENCFF451FJV	""
ENCSR506RGL	in progress	ENCSR389BWT	released	false	female adult (33 years)		CL:0000624	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF970STO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF803IOD.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF126YFD.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF266BRT.tar.gz	ENCFF502CST	""
ENCSR507ABN	in progress	ENCSR467MSP	released	false	female adult (23 years)		CL:0000084	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF717ESG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF591VLB.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF071XPB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF973ZGV.tar.gz	ENCFF821PAI	""
ENCSR507JRS	in progress	ENCSR948MQC	released	false	female adult (65 years)	ATAC-seq on human lower lobe of right lung	UBERON:0002171	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF604VJF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF360EKV.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF447GVG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF495XBG.tar.gz	ENCFF355BVL	""
ENCSR509OSN	in progress	ENCSR858GTE	released	false			EFO:0010881	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF055DTK.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF283KPY.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF139JSO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF862QJX.tar.gz	ENCFF130DND	""
ENCSR511HYE	in progress	ENCSR763AKE	released	false	female adult (53 years)		UBERON:0001157	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF091WMB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF191WLZ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF219KYD.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF721XSB.tar.gz	ENCFF568ZEU	""
ENCSR512UQA	in progress	ENCSR515CDW	released	false	female adult (53 years)	ATAC-seq on human body of pancreas	UBERON:0001150	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF528CED.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF118KSS.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF209HYD.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF512DGC.tar.gz	ENCFF752MRQ	""
ENCSR514NIZ	in progress	ENCSR832XVZ	released	false	female adult (86 years) with Alzheimer's disease		UBERON:0009834	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF299TDS.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF894WHT.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF479XAS.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF032VJE.tar.gz	ENCFF608CVY	""
ENCSR516FBL	in progress	ENCSR895KTN	released	false			EFO:0007598	cell line	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF885OEC.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF373QLZ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF909WLD.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF825DFX.tar.gz	ENCFF162WTC,ENCFF443OOK	""
ENCSR517LPY	in progress	ENCSR184LMY	released	false	male embryo (97 days)		CL:0011022	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF030QOC.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF475KWG.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF358UON.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF698SAF.tar.gz	ENCFF966XVI	""
ENCSR518EHF	in progress	ENCSR417LPB	released	false	female adult (90 or above years) with Cognitive impairment		UBERON:0002626	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF470NHH.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF422FNO.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF872WCU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF971HTX.tar.gz	ENCFF251HNN	""
ENCSR519GLH	in progress	ENCSR331JFZ	released	false			EFO:0010890	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF304SWK.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF595CSM.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF156WPB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF281OOE.tar.gz	ENCFF632MBC	""
ENCSR519YRN	in progress	ENCSR496UJY	released	false	female adult (90 or above years) with mild cognitive impairment		UBERON:0002626	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF397DAQ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF006JUZ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF233GKI.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF722GVC.tar.gz	ENCFF060GOB	""
ENCSR520YSU	in progress	ENCSR238VHV	released	false	female adult (46 years)	ATAC-seq on human fallopian tube	UBERON:0003889	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF008JYY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF252DND.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF199BWU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF893HZN.tar.gz	ENCFF432AKT	""
ENCSR522GVK	in progress	ENCSR718HWW	released	false	male adult (21 years) treated with anti-CD3 and anti-CD28 coated beads for 36 hours		CL:0000906	primary cell	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF716TBS.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF737AXP.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF743EBA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF568BXJ.tar.gz	ENCFF587ODZ	""
ENCSR523GUI	in progress	ENCSR000EOP	released	false		DNase-seq on human HSMMtube	CL:0002372	in vitro differentiated cells	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF191PVM.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF300QSN.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF828LQO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF356RBD.tar.gz	""	ENCFF806BLV,ENCFF882BKS
ENCSR523OKV	in progress	ENCSR225FZH	released	false	male adult (55 years)	ATAC-seq on human heart left ventricle	UBERON:0002084	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF605LVH.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF970VCR.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF900CLE.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF335MNN.tar.gz	ENCFF670QFL	""
ENCSR525CNU	in progress	ENCSR276MDV	released	false	male adult (87 years)		UBERON:0002626	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF022VBA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF829POV.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF342OGK.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF396QGH.tar.gz	ENCFF595CQR	""
ENCSR526ELA	in progress	ENCSR731KDL	released	false	male adult (48 years)		CL:0000899	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF510POB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF807GIG.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF876HIV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF489NWL.tar.gz	ENCFF228KAA	""
ENCSR526HXL	in progress	ENCSR566HLQ	released	false	female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours, 100 ng/mL Interleukin-23 for 24 hours, 100 ng/mL Interleukin-1b for 24 hours		NTR:0000663	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF727CQP.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF571BUP.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF129AGQ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF817KAQ.tar.gz	ENCFF867LDP	""
ENCSR530GKW	in progress	ENCSR761ZFA	released	false	male embryo (105 days)		UBERON:0018116	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF315SEB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF121OUJ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF775UNH.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF367RXS.tar.gz	""	ENCFF450HSX
ENCSR530QPE	in progress	ENCSR102RSU	released	false	male adult (37 years)		UBERON:0007610	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF874XPS.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF011JHH.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF607RLH.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF833SHT.tar.gz	ENCFF090MWN	""
ENCSR530WDD	in progress	ENCSR082PDJ	released	false	female child (16 years)		UBERON:0008450	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF661GTO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF128PLQ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF918GOW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF190HEO.tar.gz	ENCFF609OFI	""
ENCSR531ENM	in progress	ENCSR513EVP	released	false	male adult (42 years)		CL:0000900	primary cell	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF403IKG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF927NMO.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF586BLB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF348BVT.tar.gz	ENCFF858GSU	""
ENCSR532BKE	in progress	ENCSR000EMA	released	false		DNase-seq on human AG09319	CLO:0021754	cell line	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF969NML.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF458ODC.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF508TEZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF255XBG.tar.gz	""	ENCFF605ZWW,ENCFF133WRM
ENCSR533NOY	in progress	ENCSR330WUK	released	false	male adult (60 years)	ATAC-seq on human left cardiac atrium	UBERON:0002079	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF671YFJ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF862ZVQ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF770WXC.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF192CON.tar.gz	ENCFF717CMQ	""
ENCSR533ULZ	released	ENCSR032HKE	released	false	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6	ATAC-seq on embryonic e14.5 mouse liver	UBERON:0002107	tissue	mm10	Mus musculus	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF302KPO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF590LCU.bigWig	""	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF198JOA.tar.gz	ENCFF146AZT,ENCFF128LGT	""
ENCSR534EAD	in progress	ENCSR635GDW	released	false	female adult (79 years)		UBERON:0002626	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF626XRN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF734WMY.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF558PWY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF867DQY.tar.gz	ENCFF468EIE	""
ENCSR534WZW	in progress	ENCSR762FCX	released	false	male embryo (91 days)		UBERON:0000059	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF191NVA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF816LFD.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF246ITA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF137OQU.tar.gz	""	ENCFF569NNP
ENCSR535UXH	in progress	ENCSR015BGH	released	false	male adult (78 years)		UBERON:0001873	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF660ROF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF317RCC.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF263MHV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF019OIS.tar.gz	ENCFF524AWV	""
ENCSR536GOE	in progress	ENCSR180HEL	released	false			EFO:0010846	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF035UPG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF888XOD.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF030EIH.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF883ABY.tar.gz	ENCFF447ZRG	""
ENCSR536OGN	in progress	ENCSR563CZB	released	false	female adult (90 or above years) with mild cognitive impairment		UBERON:0002740	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF024DNA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF269QBT.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF432TBZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF609ACO.tar.gz	ENCFF614LDP	""
ENCSR537KZP	in progress	ENCSR209ECO	released	false	female adult (90 or above years)		UBERON:0009834	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF070JAV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF907GVW.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF357UQN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF386WHZ.tar.gz	ENCFF189NCP	""
ENCSR538ZAV	in progress	ENCSR254BCA	released	false	female adult (33 years)		CL:0000625	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF199TAJ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF687KTS.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF341FCW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF884QUD.tar.gz	ENCFF466QWH	""
ENCSR539QSE	in progress	ENCSR000ENS	released	false		DNase-seq and DGF on human fibroblast of gingiva	CL:0002552	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF110RNZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF208WQF.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF720ZWS.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF413CMR.tar.gz	ENCFF387OHX,ENCFF887FPE	""
ENCSR541ABF	in progress	ENCSR215DXT	released	false	female adult (90 or above years) with Cognitive impairment		UBERON:0009834	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF668JJP.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF798GOD.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF868EQO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF356LGR.tar.gz	ENCFF291ZCY	""
ENCSR541CYH	in progress	ENCSR553WJB	released	false	male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours, 100 ng/mL Interleukin-2 for 24 hours		NTR:0000663	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF026GQR.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF679BXM.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF249ZBU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF697JCK.tar.gz	ENCFF537QZG	""
